"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","1","Alex Abrines","SG","23","OKC","68","1055","10.1",".560",".724",".144","1.9","7.1","4.5","5.5","1.7","0.6","8.3","15.9","1.2","0.9","2.1",".095","-0.3","-2.2","-2.5","-0.1"
"2","2","Quincy Acy","PF","26","TOT","38","558","11.8",".565",".529",".353","3.9","18.0","11.0","4.9","1.2","2.0","9.7","16.8","0.5","0.5","0.9",".082","-1.8","-1.2","-3.0","-0.1"
"3","2","Quincy Acy","PF","26","DAL","6","48","-1.4",".355",".412",".176","4.6","15.2","9.7","0.0","0.0","0.0","9.8","20.0","-0.2","0.0","-0.1","-0.133","-10.1","-6.0","-16.2","-0.2"
"4","2","Quincy Acy","PF","26","BRK","32","510","13.1",".587",".542",".373","3.8","18.2","11.1","5.4","1.3","2.2","9.6","16.5","0.6","0.5","1.1",".102","-1.1","-0.7","-1.8","0.0"
"5","3","Steven Adams","C","23","OKC","80","2389","16.4",".588",".003",".392","13.0","15.4","14.2","5.4","1.8","2.6","16.0","16.3","3.3","3.1","6.4",".129","-0.7","1.2","0.5","1.5"
"6","4","Arron Afflalo","SG","31","SAC","61","1580","9.0",".559",".360",".221","0.7","8.4","4.6","7.4","0.7","0.4","8.4","14.4","1.2","0.2","1.4",".043","-1.4","-2.0","-3.5","-0.6"
"7","5","Alexis Ajinca","C","28","NOP","39","584","12.9",".529",".022",".225","8.3","23.8","16.0","3.1","1.7","3.1","13.7","17.2","0.0","0.9","1.0",".080","-5.1","1.0","-4.1","-0.3"
"8","6","Cole Aldrich","C","28","MIN","62","531","12.7",".549",".000",".256","11.0","23.9","17.4","6.4","2.4","3.7","15.1","9.4","0.6","0.7","1.3",".116","-2.0","2.6","0.6","0.4"
"9","7","LaMarcus Aldridge","PF","31","SAS","72","2335","18.6",".532",".053",".258","8.6","16.6","12.7","9.9","1.0","3.1","7.7","24.5","3.5","3.7","7.3",".149","-0.3","1.4","1.1","1.8"
"10","8","Lavoy Allen","PF","27","IND","61","871","11.6",".485",".006",".196","13.7","14.6","14.2","9.1","1.0","2.4","13.7","10.9","0.9","0.8","1.7",".093","-1.5","1.3","-0.3","0.4"
"11","9","Tony Allen","SG","35","MEM","71","1914","13.3",".493",".091",".218","9.6","13.8","11.7","8.4","3.1","1.4","13.3","17.9","0.2","2.9","3.1",".077","-1.8","2.4","0.6","1.3"
"12","10","Al-Farouq Aminu","SF","26","POR","61","1773","11.3",".506",".455",".292","4.8","23.5","14.1","7.9","1.7","2.0","15.2","15.4","-0.1","2.0","1.9",".051","-2.3","1.2","-1.1","0.4"
"13","11","Chris Andersen","C","38","CLE","12","114","11.6",".497",".136",".636","9.0","20.6","15.0","5.9","2.2","5.0","15.1","13.0","0.1","0.2","0.2",".102","-3.8","3.0","-0.9","0.0"
"14","12","Alan Anderson","SF","34","LAC","30","308","5.0",".494",".550",".200","1.1","7.4","4.4","4.9","0.5","0.0","7.4","13.7","0.0","0.1","0.1",".020","-2.6","-2.3","-4.9","-0.2"
"15","13","Justin Anderson","SF","23","TOT","75","1228","13.9",".537",".442",".294","6.2","16.9","11.3","8.8","1.7","1.6","11.7","20.9","0.6","1.3","1.9",".074","-1.2","-0.3","-1.6","0.1"
"16","13","Justin Anderson","SF","23","DAL","51","710","14.7",".521",".440",".318","6.1","18.9","12.2","7.6","2.1","2.0","11.2","23.6","0.1","0.9","1.0",".067","-1.8","-0.2","-2.0","0.0"
"17","13","Justin Anderson","SF","23","PHI","24","518","12.8",".564",".444",".253","6.4","14.1","10.2","10.4","1.2","1.1","12.6","17.2","0.5","0.4","0.9",".084","-0.4","-0.6","-1.0","0.1"
"18","14","Kyle Anderson","SG","23","SAS","72","1020","12.5",".525",".191",".273","3.7","19.0","11.5","12.4","2.5","2.1","14.3","12.1","0.7","2.0","2.7",".127","-2.1","3.7","1.6","0.9"
"19","15","Ryan Anderson","PF","28","HOU","72","2116","13.6",".585",".655",".194","5.8","11.2","8.5","4.7","0.7","0.5","6.1","17.9","4.1","1.1","5.2",".118","1.8","-2.6","-0.8","0.7"
"20","16","Giannis Antetokounmpo","SF","22","MIL","80","2845","26.1",".600",".143",".487","5.8","22.6","14.3","26.5","2.3","4.7","13.3","28.2","7.9","4.5","12.5",".210","4.1","3.5","7.6","6.9"
"21","17","Carmelo Anthony","SF","32","NYK","74","2538","17.9",".535",".302",".263","2.6","15.9","9.3","14.4","1.2","1.1","9.0","29.1","3.2","1.5","4.7",".089","1.5","-2.2","-0.7","0.8"
"22","18","Joel Anthony","C","34","SAS","19","122","11.6",".640",".000",".500","7.6","20.9","14.4","3.4","0.8","4.0","17.0","8.7","0.1","0.2","0.4",".141","-3.1","2.5","-0.6","0.0"
"23","19","Trevor Ariza","SF","31","HOU","80","2773","12.3",".547",".695",".158","2.1","15.9","9.0","8.8","2.5","0.6","8.0","14.1","2.7","3.2","6.0",".103","0.6","1.0","1.7","2.6"
"24","20","Darrell Arthur","PF","28","DEN","41","639","12.8",".583",".544",".102","4.4","14.9","9.7","9.3","1.5","2.5","13.8","17.3","0.6","0.4","1.1",".081","0.3","-0.6","-0.3","0.3"
"25","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"26","21","Omer Asik","C","30","NOP","31","482","9.8",".517",".000",".600","10.4","25.3","17.8","4.2","0.5","1.7","14.6","8.8","0.4","0.6","1.0",".100","-4.3","1.2","-3.1","-0.1"
"27","22","D.J. Augustin","PG","29","ORL","78","1538","11.0",".524",".530",".311","1.0","7.4","4.1","20.5","1.0","0.1","13.3","19.4","0.7","0.5","1.2",".038","-0.9","-3.3","-4.2","-0.9"
"28","23","Luke Babbitt","SF","27","MIA","68","1065","8.4",".563",".747",".053","1.3","13.5","7.4","4.8","1.0","0.8","8.0","13.0","0.8","1.0","1.8",".082","-1.0","-0.8","-1.8","0.1"
"29","24","Ron Baker","SG","23","NYK","52","857","7.5",".456",".396",".198","1.5","10.8","6.2","17.3","2.0","0.8","19.2","14.8","-0.6","0.5","-0.1","-0.008","-3.5","-0.9","-4.4","-0.5"
"30","25","Wade Baldwin","PG","20","MEM","33","405","6.6",".407",".193",".325","3.0","10.2","6.5","22.8","2.4","1.7","23.5","19.1","-0.8","0.5","-0.3","-0.041","-6.2","0.6","-5.6","-0.4"
"31","26","Leandro Barbosa","SG","34","PHO","67","963","11.5",".509",".250",".115","1.6","10.3","5.9","13.0","1.5","0.7","10.4","20.0","0.3","0.4","0.6",".031","-2.0","-2.1","-4.1","-0.5"
"32","27","J.J. Barea","PG","32","DAL","35","771","17.2",".521",".431",".149","1.3","11.9","6.3","44.2","0.9","0.1","14.7","26.2","0.8","0.5","1.3",".080","2.0","-2.6","-0.6","0.3"
"33","28","Harrison Barnes","PF","24","DAL","79","2803","16.3",".541",".173",".220","3.7","13.2","8.2","7.8","1.2","0.5","6.8","25.3","2.5","2.1","4.6",".079","-0.7","-1.2","-1.9","0.1"
"34","29","Matt Barnes","SF","36","TOT","74","1777","10.3",".514",".556",".188","4.6","19.9","12.4","15.6","1.3","1.3","17.3","15.6","0.3","1.7","2.0",".053","-1.2","0.6","-0.6","0.6"
"35","29","Matt Barnes","SF","36","SAC","54","1367","10.2",".501",".551",".172","4.7","20.1","12.5","16.2","1.3","1.1","16.8","16.4","-0.1","1.1","1.0",".034","-1.2","0.3","-1.0","0.4"
"36","29","Matt Barnes","SF","36","GSW","20","410","10.7",".569",".578",".256","4.3","19.1","12.2","13.7","1.4","1.7","19.3","13.1","0.3","0.6","1.0",".115","-1.0","1.6","0.6","0.3"
"37","30","Will Barton","SG","26","DEN","60","1705","15.5",".546",".352",".285","3.8","12.9","8.4","17.7","1.4","1.3","11.4","21.1","2.5","0.8","3.3",".092","1.3","-1.0","0.2","1.0"
"38","31","Brandon Bass","PF","31","LAC","52","577","19.7",".650",".016",".473","8.6","16.2","12.5","5.7","1.2","1.6","11.4","19.7","1.6","0.6","2.2",".186","0.1","-0.8","-0.7","0.2"
"39","32","Nicolas Batum","SG","28","CHO","77","2617","15.8",".530",".416",".292","1.9","18.4","10.1","27.6","1.6","1.0","14.9","22.2","1.7","2.8","4.6",".084","0.7","0.5","1.2","2.1"
"40","33","Jerryd Bayless","PG","28","PHI","3","71","8.7",".453",".156",".313","4.6","14.0","9.3","29.4","0.0","0.0","19.8","27.7","-0.1","0.0","-0.1","-0.067","-5.2","-2.9","-8.2","-0.1"
"41","34","Aron Baynes","C","30","DET","75","1163","13.1",".570",".000",".337","10.0","21.6","15.6","3.9","0.7","2.8","13.5","14.1","1.4","1.5","3.0",".123","-2.9","1.1","-1.8","0.1"
"42","35","Kent Bazemore","SF","27","ATL","73","1963","11.5",".504",".369",".233","2.6","10.3","6.5","14.2","2.3","2.3","13.6","20.5","-0.6","2.8","2.1",".053","-2.0","1.2","-0.8","0.6"
"43","36","Bradley Beal","SG","23","WAS","77","2684","20.1",".604",".418",".259","2.2","7.8","5.0","16.2","1.5","0.7","9.6","26.5","6.8","1.6","8.5",".151","4.5","-2.4","2.2","2.8"
"44","37","Malik Beasley","SG","20","DEN","22","165","13.7",".536",".384",".137","3.4","8.0","5.7","10.2","2.1","0.0","9.4","22.0","0.1","0.1","0.2",".057","-0.5","-3.5","-4.0","-0.1"
"45","38","Michael Beasley","PF","28","MIL","56","935","17.9",".585",".106",".259","5.0","18.9","12.0","9.9","1.5","2.5","12.8","25.2","0.8","1.0","1.8",".094","-1.7","-1.1","-2.8","-0.2"
"46","39","Marco Belinelli","SG","30","CHO","74","1778","13.3",".566",".459",".273","0.9","10.2","5.5","13.1","1.2","0.4","9.2","19.2","2.0","1.2","3.2",".087","0.1","-2.0","-1.9","0.1"
"47","40","DeAndre' Bembry","SF","22","ATL","38","371","8.8",".481",".184",".163","4.2","13.1","8.7","11.5","1.1","1.2","13.2","14.2","-0.1","0.4","0.3",".038","-4.4","0.1","-4.3","-0.2"
"48","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"49","41","Dragan Bender","PF","19","PHO","43","574","5.3",".440",".627",".068","4.2","15.6","9.7","5.5","0.8","3.1","16.2","14.4","-0.7","0.3","-0.3","-0.029","-4.0","-0.3","-4.3","-0.3"
"50","42","Anthony Bennett","PF","23","BRK","23","264","14.7",".533",".522",".391","10.1","21.0","15.6","7.1","0.9","0.9","10.0","19.4","0.3","0.2","0.5",".090","-0.8","-2.2","-3.0","-0.1"
"51","43","Ben Bentil","PF","21","DAL","3","10","-17.6",".000",".333",".000","0.0","24.4","11.6","0.0","0.0","0.0","25.0","18.9","-0.1","0.0","-0.1","-0.473","-22.4","-4.5","-26.9","-0.1"
"52","44","Davis Bertans","PF","24","SAS","67","808","12.9",".609",".739",".145","3.2","10.6","6.9","8.3","1.3","2.8","11.4","15.7","1.1","1.2","2.3",".135","1.2","0.5","1.7","0.8"
"53","45","Patrick Beverley","SG","28","HOU","67","2058","13.0",".545",".529",".175","5.0","15.9","10.4","18.8","2.3","1.0","14.6","14.1","2.9","2.4","5.3",".123","0.8","1.5","2.3","2.2"
"54","46","Bismack Biyombo","C","24","ORL","81","1793","12.2",".545",".000",".688","9.3","25.6","17.2","6.0","0.7","4.1","17.7","13.2","0.8","2.1","2.9",".076","-4.2","2.0","-2.2","-0.1"
"55","47","Nemanja Bjelica","PF","28","MIN","65","1190","11.0",".526",".497",".171","5.5","18.6","12.0","9.6","1.7","1.4","13.4","16.4","0.6","0.9","1.5",".059","-0.7","-0.4","-1.1","0.3"
"56","48","Tarik Black","C","25","LAL","67","1091","15.1",".562",".007",".372","13.8","20.7","17.1","5.3","1.3","3.3","14.5","15.6","1.5","0.9","2.4",".106","-1.8","0.2","-1.6","0.1"
"57","49","Eric Bledsoe","PG","27","PHO","66","2176","20.6",".563",".300",".443","2.5","13.8","8.0","31.1","2.0","1.2","15.3","28.1","4.0","1.4","5.4",".119","3.7","-0.4","3.3","2.9"
"58","50","Bojan Bogdanovic","SF","27","TOT","81","2083","13.5",".585",".464",".288","1.9","12.3","7.2","8.7","0.8","0.3","12.0","22.4","2.0","0.9","2.9",".067","-0.1","-2.8","-2.8","-0.4"
"59","50","Bojan Bogdanovic","SF","27","BRK","55","1482","13.1",".572",".453",".273","1.7","12.3","7.0","10.1","0.8","0.2","11.8","22.4","1.1","0.6","1.6",".053","-0.3","-2.6","-3.0","-0.4"
"60","50","Bojan Bogdanovic","SF","27","WAS","26","601","14.7",".617",".491",".325","2.6","12.3","7.5","5.2","0.8","0.6","12.4","22.2","0.9","0.3","1.3",".102","0.6","-3.1","-2.6","-0.1"
"61","51","Andrew Bogut","C","32","TOT","27","583","9.3",".460",".012",".136","10.6","33.9","21.7","12.3","1.2","3.9","33.4","10.4","-0.3","1.0","0.7",".055","-5.6","5.3","-0.3","0.3"
"62","51","Andrew Bogut","C","32","DAL","26","582","9.4",".460",".012",".136","10.7","33.9","21.7","12.3","1.2","3.9","33.4","10.4","-0.3","1.0","0.7",".055","-5.6","5.3","-0.3","0.3"
"63","51","Andrew Bogut","C","32","CLE","1","1","-35.3","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0",".020","-5.7","0.0","-5.7","0.0"
"64","52","Joel Bolomboy","PF","23","UTA","12","53","19.7",".590",".250",".375","9.0","27.6","18.5","6.3","1.0","3.1","9.7","18.2","0.1","0.1","0.2",".171","-1.3","0.5","-0.8","0.0"
"65","53","Devin Booker","SG","20","PHO","78","2730","14.6",".531",".283",".308","1.8","8.3","5.0","16.3","1.3","0.6","12.9","28.6","1.4","0.6","2.0",".035","0.4","-2.7","-2.3","-0.2"
"66","54","Trevor Booker","PF","29","BRK","71","1754","15.7",".554",".132",".186","8.7","25.5","17.2","12.9","2.1","1.2","16.4","18.7","0.9","2.2","3.2",".086","-1.6","1.8","0.2","1.0"
"67","55","Avery Bradley","SG","26","BOS","55","1835","14.4",".548",".357",".120","4.0","16.2","10.1","10.9","1.8","0.5","9.8","21.9","1.1","2.0","3.0",".080","-0.2","-0.3","-0.5","0.7"
"68","56","Corey Brewer","SF","30","TOT","82","1281","9.1",".491",".339",".195","2.7","11.5","7.1","10.7","2.3","1.2","12.7","14.3","0.0","1.2","1.2",".045","-2.9","0.2","-2.8","-0.2"
"69","56","Corey Brewer","SF","30","HOU","58","923","7.5",".491",".414",".194","2.5","11.0","6.7","9.0","1.9","1.0","12.7","12.9","0.0","0.8","0.9",".044","-3.1","0.0","-3.2","-0.3"
"70","56","Corey Brewer","SF","30","LAL","24","358","13.3",".490",".198",".198","3.2","13.0","7.9","15.0","3.3","1.8","12.6","18.0","0.0","0.3","0.3",".047","-2.4","0.7","-1.7","0.0"
"71","57","Malcolm Brogdon","SG","24","MIL","75","1982","14.9",".555",".304",".198","2.8","9.6","6.3","24.4","2.2","0.5","14.1","18.5","2.6","1.5","4.1",".100","0.7","-1.1","-0.5","0.8"
"72","58","Aaron Brooks","PG","32","IND","65","894","9.5",".507",".427",".133","2.3","6.3","4.3","20.7","1.4","0.9","17.2","19.2","-0.2","0.5","0.3",".016","-2.1","-2.5","-4.6","-0.6"
"73","59","Anthony Brown","SF","24","TOT","11","159","7.2",".430",".540",".000","5.3","16.9","11.0","7.6","1.5","0.5","10.7","15.6","-0.2","0.2","0.0",".002","-3.8","-0.2","-4.0","-0.1"
"74","59","Anthony Brown","SF","24","NOP","9","143","5.9",".415",".585",".000","4.4","14.8","9.6","5.9","1.7","0.6","10.9","14.2","-0.2","0.2","0.0","-0.007","-4.3","0.0","-4.3","-0.1"
"75","59","Anthony Brown","SF","24","ORL","2","16","18.5",".500",".333",".000","13.2","35.0","23.8","23.0","0.0","0.0","10.0","27.5","0.0","0.0","0.0",".076","0.9","-1.8","-0.8","0.0"
"76","60","Bobby Brown","PG","32","HOU","25","123","10.8",".509",".583",".033","0.0","5.3","2.7","17.6","0.4","0.0","7.6","22.7","0.1","0.0","0.1",".040","-1.5","-6.1","-7.6","-0.2"
"77","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"78","61","Jaylen Brown","SF","20","BOS","78","1341","10.3",".539",".319",".293","3.8","14.4","9.1","7.2","1.3","1.1","12.5","18.1","0.2","1.3","1.5",".053","-3.1","-0.9","-4.0","-0.7"
"79","62","Nicolas Brussino","SF","23","DAL","54","521","10.7",".498",".674",".156","5.5","16.2","10.6","13.9","1.7","1.4","14.7","16.0","0.0","0.6","0.6",".055","-1.7","0.7","-1.1","0.1"
"80","63","Reggie Bullock","SF","25","DET","31","467","11.7",".538",".570",".055","2.9","12.4","7.5","8.8","1.9","0.5","7.1","13.4","0.4","0.5","1.0",".101","-0.4","0.5","0.1","0.2"
"81","64","Trey Burke","PG","24","WAS","57","703","10.8",".532",".275",".114","1.1","6.4","3.8","20.7","0.8","0.6","15.2","19.6","0.3","0.3","0.5",".036","-2.3","-3.4","-5.7","-0.7"
"82","65","Alec Burks","SG","25","UTA","42","653","11.6",".501",".306",".315","3.1","17.7","10.6","7.5","1.4","0.6","11.0","22.7","-0.1","0.9","0.8",".056","-3.3","-0.9","-4.2","-0.4"
"83","66","Jimmy Butler","SF","27","CHI","76","2809","25.1",".586",".198",".540","4.9","13.2","9.0","24.8","2.6","0.9","9.3","26.5","10.0","3.8","13.8",".236","5.8","1.1","6.9","6.3"
"84","67","Bruno Caboclo","SF","21","TOR","9","40","14.6",".438",".375",".000","14.2","14.1","14.1","15.1","2.5","2.2","11.1","20.1","0.0","0.1","0.1",".083","0.1","0.7","0.8","0.0"
"85","68","Jose Calderon","PG","35","TOT","41","539","8.9",".506",".478",".090","3.0","12.0","7.4","23.3","1.0","0.2","22.7","14.4","0.0","0.3","0.3",".023","-2.9","-1.8","-4.7","-0.4"
"86","68","Jose Calderon","PG","35","LAL","24","292","9.1",".508",".442",".052","2.9","12.8","7.7","24.7","1.2","0.3","24.8","15.3","-0.1","0.1","0.0","-0.001","-3.0","-2.2","-5.2","-0.2"
"87","68","Jose Calderon","PG","35","ATL","17","247","8.7",".504",".526",".140","3.2","11.0","7.1","21.6","0.8","0.0","19.9","13.3","0.1","0.2","0.3",".051","-2.8","-1.4","-4.2","-0.1"
"88","69","Kentavious Caldwell-Pope","SG","23","DET","76","2529","12.8",".519",".471",".199","2.3","8.7","5.3","11.3","1.8","0.4","7.9","19.2","2.0","2.5","4.6",".086","0.9","0.0","0.9","1.9"
"89","70","Isaiah Canaan","SG","25","CHI","39","592","8.1",".483",".543",".191","1.1","7.9","4.5","9.0","1.9","0.1","9.6","15.3","0.0","0.5","0.5",".044","-2.3","-1.2","-3.4","-0.2"
"90","71","Clint Capela","C","22","HOU","65","1551","21.4",".638",".000",".314","12.5","24.5","18.5","6.9","1.1","4.2","12.0","19.9","3.9","2.1","6.0",".185","0.0","1.0","1.0","1.2"
"91","72","DeMarre Carroll","SF","30","TOR","72","1882","11.9",".531",".583",".213","3.8","12.7","8.3","5.7","2.2","1.2","8.3","15.5","1.7","2.1","3.8",".098","0.7","0.4","1.1","1.5"
"92","73","Vince Carter","SF","40","MEM","73","1799","11.7",".542",".604",".235","2.2","12.5","7.2","11.5","1.7","1.9","8.5","14.9","1.9","2.1","4.0",".106","0.1","0.9","1.0","1.4"
"93","74","Michael Carter-Williams","PG","25","CHI","45","846","9.9",".437",".209",".252","3.0","16.4","9.7","20.0","2.3","2.2","16.3","20.9","-1.0","1.3","0.2",".013","-4.1","1.7","-2.4","-0.1"
"94","75","Omri Casspi","SF","28","TOT","36","643","9.9",".523",".261",".176","4.9","15.2","10.1","8.6","1.8","0.4","14.0","14.5","0.1","0.4","0.5",".037","-2.5","-0.6","-3.0","-0.2"
"95","75","Omri Casspi","SF","28","SAC","22","397","11.4",".511",".248",".179","5.9","20.1","13.1","10.1","1.3","0.2","11.9","16.3","0.1","0.3","0.4",".043","-2.5","-0.9","-3.4","-0.1"
"96","75","Omri Casspi","SF","28","NOP","1","24","10.0",".667",".444",".000","4.4","4.4","4.4","0.0","0.0","0.0","18.2","20.3","0.0","0.0","0.0",".015","-2.5","-5.6","-8.1","0.0"
"97","75","Omri Casspi","SF","28","MIN","13","222","7.3",".529",".256",".205","3.1","7.5","5.3","6.8","3.0","0.8","19.0","10.5","0.0","0.2","0.1",".027","-2.4","0.6","-1.8","0.0"
"98","76","Willie Cauley-Stein","C","23","SAC","75","1421","16.4",".558",".004",".314","7.0","20.5","13.8","9.4","1.9","2.9","11.2","19.6","1.4","1.5","3.0",".100","-2.0","0.9","-1.1","0.3"
"99","77","Tyson Chandler","C","34","PHO","47","1298","16.6",".703",".000",".544","12.6","33.1","22.6","3.3","1.2","1.5","19.2","11.3","2.7","1.3","4.0",".149","-0.7","0.3","-0.4","0.5"
"100","78","Wilson Chandler","SF","29","DEN","71","2197","15.0",".545",".347",".206","5.3","17.8","11.6","9.9","1.2","1.1","10.0","22.0","2.4","1.1","3.6",".078","0.5","-1.3","-0.8","0.7"
"101","79","Marquese Chriss","PF","19","PHO","82","1743","12.3",".529",".354",".286","5.8","16.1","10.8","5.2","1.8","3.2","13.2","19.7","0.3","1.5","1.8",".050","-1.6","0.0","-1.6","0.2"
"102","80","Rakeem Christmas","PF","25","IND","29","219","10.4",".529",".000",".674","13.5","15.2","14.4","2.5","0.7","2.4","12.5","13.1","0.3","0.2","0.5",".099","-3.0","-1.2","-4.2","-0.1"
"103","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"104","81","Semaj Christon","PG","24","OKC","64","973","5.7",".387",".283",".139","2.2","7.9","5.0","18.1","1.4","0.5","15.4","12.2","-0.7","0.8","0.1",".006","-5.0","-1.3","-6.3","-1.1"
"105","82","Ian Clark","SG","25","GSW","77","1137","13.1",".575",".376",".134","2.3","9.1","5.9","11.2","1.7","0.6","10.7","19.5","1.0","1.3","2.3",".099","-0.6","-1.4","-2.0","0.0"
"106","83","Jordan Clarkson","SG","24","LAL","82","2397","13.1",".526",".332",".157","2.2","9.3","5.6","14.4","1.8","0.3","12.5","23.3","0.5","0.7","1.2",".024","-0.5","-2.3","-2.7","-0.5"
"107","84","Norris Cole","PG","28","OKC","13","125","5.4",".381",".250",".192","0.0","9.8","4.9","16.3","3.1","0.0","11.0","21.5","-0.2","0.2","-0.1","-0.033","-6.5","-1.7","-8.2","-0.2"
"108","85","Darren Collison","PG","29","SAC","68","2063","15.3",".570",".245",".239","1.3","7.2","4.3","24.5","1.6","0.4","12.6","19.8","3.1","0.8","3.9",".091","0.8","-2.3","-1.5","0.3"
"109","86","Nick Collison","PF","36","OKC","20","128","12.8",".622",".043",".348","7.8","18.2","13.0","13.2","0.8","1.2","13.1","10.1","0.3","0.1","0.4",".144","-1.7","-0.1","-1.8","0.0"
"110","87","Mike Conley","PG","29","MEM","69","2292","23.2",".604",".416",".364","1.5","10.8","6.0","34.5","2.1","0.8","11.7","26.3","7.5","2.5","10.0",".209","6.5","-0.7","5.8","4.5"
"111","88","Pat Connaughton","SG","24","POR","39","316","11.8",".645",".458",".125","3.5","14.8","9.1","12.7","0.9","0.5","18.3","13.0","0.4","0.2","0.6",".090","-0.9","-1.6","-2.5","0.0"
"112","89","Quinn Cook","PG","23","TOT","14","188","11.8",".579",".394",".076","0.6","3.6","2.0","22.8","1.1","0.0","16.0","19.6","0.1","0.1","0.2",".047","-1.7","-4.2","-5.9","-0.2"
"113","89","Quinn Cook","PG","23","DAL","5","77","6.9",".522",".560",".080","0.0","4.8","2.3","25.7","0.7","0.0","23.6","20.7","-0.1","0.0","-0.1","-0.046","-4.2","-4.5","-8.7","-0.1"
"114","89","Quinn Cook","PG","23","NOP","9","111","15.3",".614",".293",".073","0.9","2.9","1.9","20.7","1.3","0.0","10.6","18.9","0.2","0.1","0.3",".110","0.0","-4.0","-4.0","-0.1"
"115","90","DeMarcus Cousins","C","26","TOT","72","2465","25.7",".562",".254",".468","7.1","29.2","18.2","25.8","2.0","3.3","13.5","36.5","3.8","3.8","7.6",".149","3.9","2.6","6.6","5.3"
"116","90","DeMarcus Cousins","C","26","SAC","55","1891","26.5",".562",".239",".491","7.1","28.3","17.9","27.4","2.0","3.5","13.2","37.5","3.3","2.7","6.0",".152","4.5","2.6","7.1","4.3"
"117","90","DeMarcus Cousins","C","26","NOP","17","574","23.3",".564",".306",".385","6.9","32.2","19.5","20.6","2.1","2.7","14.4","33.1","0.5","1.1","1.6",".137","2.1","2.8","4.9","1.0"
"118","91","Robert Covington","SF","26","PHI","67","2119","13.2",".534",".563",".238","4.8","17.9","11.3","7.5","2.9","2.6","13.9","19.2","0.0","3.2","3.1",".071","-0.7","2.0","1.4","1.8"
"119","92","Allen Crabbe","SG","24","POR","79","2254","11.6",".602",".467",".192","0.9","10.2","5.5","6.1","1.2","0.7","8.1","14.9","3.1","1.0","4.1",".088","0.3","-1.4","-1.1","0.5"
"120","93","Jamal Crawford","SG","36","LAC","82","2157","12.0",".526",".371",".234","0.9","5.7","3.3","15.1","1.4","0.5","12.3","22.7","0.5","1.4","1.9",".042","-1.0","-2.1","-3.0","-0.6"
"121","94","Jordan Crawford","SG","28","NOP","19","442","17.6",".582",".436",".119","0.9","7.2","4.1","22.7","1.2","0.4","9.8","25.5","0.6","0.3","0.9",".102","2.6","-3.0","-0.4","0.2"
"122","95","Jae Crowder","SF","26","BOS","72","2335","14.9",".613",".547",".301","2.3","17.4","9.9","10.1","1.5","0.8","8.8","17.0","4.2","2.5","6.7",".137","1.4","0.1","1.5","2.1"
"123","96","Dante Cunningham","SF","29","NOP","66","1649","10.2",".586",".504",".075","3.6","14.2","8.9","3.1","1.2","1.4","7.0","10.7","1.4","1.6","3.0",".088","-1.3","0.8","-0.5","0.6"
"124","97","Seth Curry","PG","26","DAL","70","2029","15.5",".601",".458",".142","1.4","9.1","5.1","15.9","2.0","0.3","11.0","19.5","2.9","1.7","4.6",".109","1.8","-0.4","1.4","1.7"
"125","98","Stephen Curry","PG","28","GSW","79","2638","24.6",".624",".547",".251","2.7","11.4","7.3","31.1","2.6","0.5","13.0","30.1","8.6","3.9","12.6",".229","7.7","-0.4","7.3","6.2"
"126","99","Troy Daniels","SG","25","MEM","67","1183","10.4",".531",".717",".109","2.0","7.9","4.8","6.6","0.9","0.2","8.0","21.7","0.5","0.8","1.3",".051","0.3","-3.5","-3.2","-0.3"
"127","100","Anthony Davis","C","23","NOP","75","2708","27.5",".579",".088",".424","6.7","27.9","17.3","11.1","1.7","5.1","9.1","32.6","5.9","5.1","11.0",".196","1.4","2.3","3.7","3.9"
"128","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"129","101","Deyonta Davis","C","20","MEM","36","238","10.6",".528",".000",".383","9.3","19.8","14.4","1.3","0.7","6.8","12.7","12.0","0.1","0.4","0.5",".097","-5.4","1.8","-3.6","-0.1"
